,,,,I tried two times but it did not work either time 
,Wagyae birbiara mu ama n'adesua ,,Ɔyɛ me babea a meso no dae.,She is my dream girl.
,,,,She is the girl of my dreams 
,,,,She is the one I have always wished for 
Kwabena is very intelligent.,Kwabena nim ade paa.,,Wɔyɛ mmofra pa.,They're nice kids.
,,,,They are good children 
,,,,They are really sweet kids 
,Kwabena nim nwoma pa ara,,ɔyarehwɛfo no bɛkyerɛ wo ɔkwan a wobɛfa so ayɛ saa.,The nurse will tell you how to do it.
,,,,The nurse will explain the procedure to you 
,,,,The nurse will show you what to do 
,Kwabena adwene mu dɔ yie ,,Mmea ani gye ho saa.,Women love that.
,,,,Ladies really like that 
,,,,Most women enjoy that
,Kwabena yɛ onimdefoɔ ,,M'ani gye nhoma akenkan ho.,I like reading books.
,,,,I enjoy reading 
,,,,Reading books is something I like 
That bridge is made of stone.,Wɔde abo na ɛyɛɛ saa twene no.,,Ɔwɔ suban pa ankasa.,She has a very good figure.
,,,,She has a nice body shape 
,,,,She is well built
,Aboɔ na wɔde yɛɛ saa twene no ,,"Nokwarem no, osu bɛtɔ.","It's going to rain, for sure."
,,,,It is definitely going to rain 
,,,,Rain is surely on the way 
,Saa twene no yɛ aboɔ twene,,Ɛsɛ sɛ yehu akokoaa foforo bi a wɔawo no foforo.,We've got to find a new babysitter.
I can't believe you’re doing this to me.,Woayɛ m'ade ama me ho adwiriw me.,,,We need to look for another babysitter 
,ɛyɛ me nwanwa sɛ woatumi ayɛ me sei ,,,It is necessary we find another babysitter 
,Mannwene ho da sɛ wobɛtumi ayɛ me sei ,,,
,Enti me na woayɛ me sei yi ,,,
Kwabena was shocked by what Abena said.,Nea Abena kae no maa Kwabena ho dwiriw no.,,,
,Abena nsɛm a ɔkaeɛ no maa Kwabena ho dwirii no ,,,
,Kwabena ho dwirii no wɔ nsɛm a Abena kaeɛ no ,,,
He lived in Ankara for six years.,Ɔde mfe asia traa Ankara.,,,
,ɔtenaa Ankara mfeɛ nsia,,,
,Mfeɛ nsia mu na ɔtenaa Ankara ,,,
,Ankara ha na ɔtenaa mfeɛ nsia ,,,
She is a pleasant person.,N'anim tew.,,,
,ɔyɛ obi a ɔpɛ nipa ,,,
,ɔdɔ nipa ,,,
,ɔka ne ho bɛn nipa ,,,
I was about to go.,Ná merebɛkɔ.,,,
,Anka merebɛkɔ ara no no ,,,
I can't get her out of my mind.,Mintumi nnyi m'adwene mfi ne so.,,,
,Mentumi nyi no mfiri m'adwene mu ,,,
,Mentumi nyi ne ho adwendwene mfiri me mu ,,,
,Ne ho adwene wɔ me tirim ,,,
The road's in bad condition.,Kwan no nnye.,,,
,Kwan no asɛe,,,
,Kwan no nyɛ papa,,,
She works at the bank.,Ɔyɛ adwuma wɔ sikakorabea.,,,
,N'adwumabea ne sikakorabea hɔ,,,
,Sikakorabea hɔ na ɔyɛ adwuma,,,
,ɔyɛ n'adwuma wɔ sikakorabea hɔ ,,,
What happened last month?,Dɛn na esii ɔsram a etwaam no mu?,,,
,Bosome a ɛtwaa mu no ɛdeɛn na siiɛ?,,,
,Nsɛm bɛn na sii bosome a ɛtwaa mu no ,,,
I do the laundry on Sundays.,Mehoro nneɛma Kwasida biara.,,,
,Mesi nneɛma Kwasiada biara,,,
,Kwasiada biara na mesi nneɛma ,,,
,Nneɛma mesi no yɛ Kwasiada biara ,,,
Kwabena is already in Boston.,Kwabena wɔ Boston dedaw.,,,
,Kwabena adi kan wɔ Boston ,,,
,Kwabena aduru Boston dada,,,
Whose pencil is this?,Hena pɛnsere ni?,,,
,Pɛnsere yi wɔ hwan?,,,
,Hwan na pɛnsere no yɛ ne dea?,,,
Don't be stupid.,Nnyimi.,,,
,Nni nkwaseasɛm ,,,
,Ma w'ani nna hɔ ,,,
,Nni agyimisɛm biara ,,,
She is interested in jazz.,N'ani gye jazz ho.,,,
,N'ani di jazz akyi ,,,
,ɔpɛ jazz,,,
,Jazz yɛ adeɛ a n'ani gye ho ,,,
Kwabena went along with the scheme.,Kwabena dii nhyehyɛe no akyi.,,,
,Kwabena de nhyehyɛeɛ n dii dwuma ,,,
,Kwabena gyee nhyehyɛeɛ no too mu ,,,
My father works for a bank.,Me papa yɛ adwuma ma sikakorabea bi.,,,
,Sikakorabea bi na me papa yɛ adwuma ma wɔn ,,,
,Me papa di ne dwuma ma sikakorabea bi ,,,
,SIkakorabea bi na me papa ne wɔn yɛ adwuma,,,
What's that letter about?,Dɛn na saa krataa no ka ho asɛm?,,,
,Krataa no kasa fa deɛn ho?,,,
,Krataa no mu nsɛm ne sɛn?,,,
,Amannebɔsɛm bɛn na krataa no ka ho asɛm?,,,
I am disappointed that my friends are not here.,Ɛyɛ me yaw sɛ me nnamfo nni ha.,,,
,Madi me nnamfonom ho yaw sɛ wɔnni ha ,,,
,ɛha me sɛ me nnamfonom nni ha ,,,
,Me werɛ aho sɛ me nnamfonom nni ha ,,,
It was cloudy yesterday.,"Ɛnnɛra, ná omununkum wɔ wim paa.",,,
,Na ewiem ayɛ kusuu nnora,,,
,Nnora na ewiem ani nyɛ fɛ ,,,
Kwabena's useless.,Kwabena so nni mfaso.,,,
,Mfasoɔ biara nni Kwabena so ,,,
,Kwabena nni botaeɛ biara ,,,
,Kwabena nemnam hɔ saa ara kwa,,,
You taught us that.,Wokyerɛɛ yɛn saa.,,,
,Nea wokyerɛɛ yɛn ara no no ,,,
,Saa ara na wokyerɛɛ yɛn,,,
What makes us human?,Dɛn na ɛma yɛyɛ nnipa?,,,
,Deɛ ɛma yɛyɛ nnipa ne deɛn?,,,
,Deɛn na ma nnipa yɛ nnipa?,,,
,Yɛn nnipaban ne deɛn?,,,
I love you just as you are.,Medɔ wo sɛnea wote pɛpɛɛpɛ.,,,
,"Sɛnea woteɛ no ara no, medɔ wo ",,,
,Nea woteɛ biara medɔ wo ,,,
People in Taiwan work hard.,Nnipa a wɔwɔ Taiwan no yɛ adwumaden.,,,
,Taiwanfoɔ yɛ nnipa a wɔyɛ adwumaden ,,,
,Wɔn a wɔwɔ pɛ adwuma,,,
,Nnipa a wɔte Taiwan yɛ wɔn a wɔpɛ adwumaden ,,,
It was drizzling.,Na nsu retɔ nketenkete.,,,
,Nsuo no repete ,,,
Kwabena is a very good friend.,Kwabena yɛ adamfo pa paa.,,,
,Me yɔnko paa ne Kwabena ,,,
,Kwabena yɛ me yɔnko prɛko pɛ,,,
,Me yɔnko brɛboɔ ne Kwabena ,,,
Was this letter written by Abena?,Abena na ɔkyerɛwee saa krataa yi?,,,
,Wei ne krataa a Abena twerɛeɛ?,,,
,Krataa a Abenaa twerɛeɛ nie?,,,
I'm very frightened.,Ehu aka me yiye.,,,
,M'aboto,,,
,Ehu abɔ me ,,,
,Mabɔ hu ,,,
I feel betrayed.,Mete nka sɛ wɔayi me ama.,,,
,Wadi me hwammɔ ,,,
,Mete nka sɛ wɔde m'akyi aka fam ,,,
Kwabena is older than Abena.,Kwabena anyin sen Abena.,,,
,ɛnyɛ Abena tipɛn ne Kwabena ,,,
,ɛnyɛ Abena yɔnko ne Kwabena ,,,
,Kwabena mfeɛ wɔ anim kyɛn Abena ,,,
I'll lend it to you.,Mede bɛma wo.,,,
,Mede bɛfɛm wo ,,,
I love coffee.,M'ani gye kɔfe ho.,,,
,Mepɛ kɔfe,,,
,Kɔfe yɛ adeɛ a mepɛ ,,,
,Kɔfe yɛ adeɛ a m'ani gye ho ,,,
I want to go to the movies today.,Mepɛ sɛ mekɔhwɛ sini nnɛ.,,,
,Nnɛ mepɛ sɛ metwa m'ani so mfonin ,,,
,Nnɛ mepɛ sɛ mekɔhweɛ sini ,,,
I'd never hit a woman.,Meremmɔ ɔbea da.,,,
,Memmfa me nsa nnka ɔbaa da ,,,
,Merentene me nsa wɔ ɔbaa so da ,,,
You are a mean person.,Woyɛ obi a wo tirim yɛ den,,,
,Wo hwenem bɔn wo ,,,
,Wompɛ nipa ,,,
He was given an important mission.,Wɔmaa no dwumadi titiriw bi.,,,
,Wɔmaa no dwumasono bi ,,,
,Wɔde dwuma titire bi hyɛɛ ne nsa ,,,
Do you think I'm made of money?,Wususuw sɛ meyɛ obi a mewɔ sika?,,,
,ɛyɛ wo sp mewɔ sika?,,,
,Wokaa sɛ mewɔ sika?,,,
Don't come near me. You're filthy.,"Nmmɛn me, wo ho ntew.",,,
,Mfa wo ho fin no mmɛn me ,,,
,"Wo ho yɛ fin, mmɛn me",,,
Memorize this.,Si eyi so dua.,,,
,We wei gu wo tirim ,,,
,Ma wei nka wo tirim ,,,
I'm rich.,Meyɛ ɔdefo.,,,
,Mede me ho ,,,
,Meyɛ sikani ,,,
,Mewɔ de ,,,
What's your favorite Beatles song?,Nnwom bɛn na w'ani gye ho paa?,,,
,Beatles nnwom bɛn na yɛ wo dɛ?,,,
,Beatles nnwom bɛn na w'ani gye ho?,,,
She scolded him because he left the door open.,"Esiane sɛ ofii pon no mu nti, ɔkasa tiaa no.",,,
,ɔtwii n'anim esiane ɛpono no a ɔgyae too hɔ no ,,,
,ɛpono a wantom nti ɔtwii n'anim ,,,
Act like a man.,Yɛ w'ade te sɛ onipa.,,,
,Di wo dwuma sɛ ɔbarima,,,
,Ma mmarisɛm mmra wo mu ,,,
,Yɛ ɔkokoɔdurufoɔ ,,,
Do you like that song?,So w'ani gye saa dwom no ho?,,,
,Saa nnwom no na wopɛ?,,,
,Nnwom a wopɛ nie?,,,
Asamoah didn't tell Abena his secret.,Asamoah anka ne kokoam asɛm ankyerɛ Abena.,,,
,Asamoah anka n'ahintasɛm ankyerɛ Abena,,,
,Asamoah de nsɛm sumaa Abena ,,,
Asamoah is not serious about his studies.,"Sɛ́ Yalah no, n'adesua no ho nhia no kɛse.",,,
,Asamoah ani nku n'adesua ho ,,,
,Asamoah atoto n'adesua ase,,,
,Asamoah adesua nyɛ adeɛ a ɛho hia no ,,,
Get ready.,Siesie wo ho.,,,
,Yɛ krado ,,,
Tell Asamoah I love him.,Ka kyerɛ Asamoah sɛ medɔ no.,,,
,Ma Asamoah nte sɛ m'ani gye ne ho ,,,
,Ka kyerɛ Asamoah sɛ medɔ no ,,,
,Ka kyerɛ Asamoah sɛ m'ani gye ne ho ,,,
Some dogs are very smart.,nkraman no bi nim nyansa paa.,,,
,Nkraman no bi ani ate ,,,
Don't tell my wife.,Nka nkyerɛ me yere.,,,
,Mmɔ me yere amanneɛ ,,,
,Mma me yere aso nte asɛm yi ,,,
What do I have?,Dɛn na mewɔ?,,,
,Na mewɔ deɛn?,,,
Both of my parents aren't alive.,M'awofo baanu nyinaa nte nkwa mu.,,,
,M'awofo] afiri mu ,,,
,M'awofo] nte ase,,,
,M'awofo] awu ,,,
Don't pull my leg!,Mfa me nan nsi fam!,,,
,Nsere me ,,,
,Mfa me nni agor],,,
I'm not your son.,Menyɛ wo ba.,,,
,[ny[ wo babarima ne me ,,,
,Wo babarima ny[ me ,,,
Kwasi asked for a discount.,Kwasi bisae sɛ wɔmma no aduru bi a wɔde siw awo ano.,,,
,Kwa sr[[ nteso] ,,,
,Kwaku pree nteso] ,,,
Would you care for more cookies?,So wobɛhwɛ wo ho yiye?,,,
,Memma wo cookies no biom?,,,
,Wob[di cookies no biom?,,,
Do they live with you?,So wɔne wo te?,,,
,W]tenaa wo nky[n?,,,
,Wo ne w]n na tenae[?,,,
Don't be so reserved.,Mma w'ani nnyɛ wo totɔtotɔ.,,,
,Ka wo ho k] nipa ,,,
,Ka wo ho b[n nipa ,,,
,Kentene wo ho ,,,
I'll be back soon.,Mɛsan aba nnansa yi ara.,,,
,Merenky[,,,
,M[ba seisei ara ,,,
She married him when she was 20.,Ɔwaree no bere a na wadi mfe 20.,,,
,]dii mfe[ aduonu na ]waree no ,,,
,]waree no no na wadi mfe[ aduonu ,,,
We gather together every Friday.,Ná yehyiam Fida biara.,,,
,Fiada biara y[hyiam ,,,
,Y[di ahyiam Fiada biara ,,,
Could I borrow a pencil?,So na metumi atɔn pɛnsere?,,,
,M[tumi af[m wo p[nsere no?,,,
,Wob[tumi de wo p[nsere no af[m me?,,,
We can pay 200 dollars at most.,Yebetumi atua dɔla 200.,,,
,Y[atua ama no ak] soro ara na 200 d]las,,,
,Y[atua ama no aboro so na 200 d]las,,,
I like fruit.,M'ani gye nnuaba ho.,,,
,Mep[ nnuaba,,,
,Nnuaba y[ ade[ a m'ani gye ho ,,,
I don't trust you anymore.,Minni wo mu ahotoso bio.,,,
,Mennye wo nni bio,,,
,Wo mu gyidie afiri me mu ,,,
Kwame left the house shortly after Abena left.,Bere a Abena fii fie hɔ bere tiaa bi akyi na Kwame nso fii fie.,,,
,Abena firii fie no anky[ biara na Kwame nso k]e[,,,
,Kwame tiaa Abena akyi ber[ tiawa bi mu a Abena k]e[,,,
Kwame isn't happy about what's happened.,"Nea esii no nti,  Kwame ani nnye ho.",,,
,Kwame ani annye de[ esii[ no ho ,,,
,De[ esii[ no amma Kwame ani annye ,,,
I'm leaving.,Merefi hɔ.,,,
,Merek] ,,,
,Merefiri adi ,,,
Don't mess with me.,Wo ne me nnyɛ basaa.,,,
,Mfa me nni agor] ,,,
,Mfa me nnyimi ,,,
What's it like?,Ɛte dɛn?,,,
,S[n na [te ,,,
,Ne su te s[n?,,,
I ran out of ideas.,Ná minhu nea menyɛ.,,,
,Me nsusui[ asa ,,,
,Menni tirimp]/adwene biara bio ,,,
